Select,+,Result #,X,1,2,3,4,5,Document ID,Date Published,Family ID,Pages,Title,CPCI,CPCA,Inventor,Assignee,Application Number,Filing Date,Primary Examiner,Assistant Examiner,OR,XREF,Applicant Name,Notes,Notes/Tagged,Relevancy,C
checked,,387,,,,,,,US 11466805 B2,2022-10-11,76173124,16,"Intelligent plugging robot and method for long-distance pipeline rerouting, maintaining and repairing construction","F16L55/44;F16L55/18;F16L55/1283;F16L55/34;F16L55/48",F16L2101/12,"Tang; Yang et al.",,17/686341,2022-03-03,"Hook; James F",,1/1,,Southwest Petroleum University,,,14.12546,
checked,2,388,,,,,,,US 11436777 B1,2022-09-06,83149958,28,Machine learning-based hazard visualization system,"G06T11/00;G06F16/29;G06F18/214;G06N20/00;G06T11/65;G06V20/13;G06V30/422",G06T2200/24,"Karli; Matthew E. et al.","CoreLogic Solutions, LLC",17/169333,2021-02-05,"Flora; Nurun",,1/1,,"CoreLogic Solutions, LLC",,,35.1742,
checked,,389,,,,,,,US 20230044469 A1,2023-02-09,83149958,28,MACHINE LEARNING-BASED HAZARD VISUALIZATION SYSTEM,"G06T11/00;G06F16/29;G06F18/214;G06N20/00;G06T11/65;G06V20/13;G06V30/422",G06T2200/24,"Karli; Matthew E. et al.",,17/878773,2022-08-01,,,1/1,,"CoreLogic Solutions, LLC",,,35.83877,
checked,,390,,,,,,,US 11769285 B2,2023-09-26,83149958,28,Machine learning-based hazard visualization system,"G06T11/00;G06F16/29;G06F18/214;G06N20/00;G06T11/65;G06V20/13;G06V30/422",G06T2200/24,"Karli; Matthew E. et al.","CoreLogic Solutions, LLC",17/878773,2022-08-01,"Flora; Nurun",,345/629,,"CoreLogic Solutions, LLC",,,35.1742,
checked,,391,,,,,,,US 20220274707 A1,2022-09-01,68729739,11,DRONE FOR PAINTING OUTER WALL OF MULTI-STORY BUILDING,B64D1/18,"B64U10/13;B64U2101/28;B64U2101/30","LEE; Gill Do","IVESKY CO., LTD.",17/636944,2020-08-13,,,1/1,,"IVESKY CO., LTD.",,,30.424389,
checked,1,392,,,,,,,US 20220278728 A1,2022-09-01,75981744,36,METHOD AND SYSTEM FOR CHANNEL QUALITY STATUS PREDICTION IN WIRELESS NETWORK USING MACHINE LEARNING,"H04B7/0639;H04B7/063;H04B7/0417;H04B17/3913;G06N3/088;G06N3/0495;G06N3/092;G06N3/045;G06N3/0442;G06N3/0464;G06N3/082;H04B7/0632;G06N3/09;G06N3/006;G06N3/098;H04L1/0026;H04B17/373",H04W72/542,"VANKAYALA; Satya Kumar et al.",,17/748568,2022-05-19,,,1/1,,"Samsung Electronics Co., Ltd.",,,16.464355,
checked,,393,,,,,,,US 12250044 B2,2025-03-11,75981744,36,Method and system for channel quality status prediction in wireless network using machine learning,"G06N3/0495;G06N3/0464;H04B7/063;G06N3/088;H04B7/0417;G06N3/082;H04B7/0639;G06N3/09;H04B17/3913;H04B7/0632;H04L1/0026;G06N3/098;H04B17/373;G06N3/006;G06N3/045;G06N3/092;G06N3/0442",H04W72/542,"Vankayala; Satya Kumar et al.","Samsung Electronics Co., Ltd.",17/748568,2022-05-19,"Salad; Abdullahi E",,1/1,,"Samsung Electronics Co., Ltd.",,,16.2193,
checked,5,394,,,,,,,US 20220274019 A1,2022-09-01,80855271,61,SYSTEMS AND METHODS FOR MACHINE LEARNING-BASED EMERGENCY EGRESS AND ADVISEMENT,"H04L67/131;G06F16/245;A63F13/65;A63F13/80;G06F3/0482;A63F13/5378;H04L67/75;H04L67/52;G06F16/2379;G06F3/0481;G08B7/066;G06F16/9537",G06N20/00,"Delmonico; Bill et al.",,17/352968,2021-06-21,,,1/1,,"LGHorizon, LLC",,,18.867073,
checked,,395,,,,,,,US 20220362671 A1,2022-11-17,80855271,61,SYSTEMS AND METHODS FOR MACHINE LEARNING-BASED EMERGENCY EGRESS AND ADVISEMENT,"G06F3/0481;H04L67/131;G06F16/9537;G08B7/066;G06F16/245;G06F3/0482;A63F13/5378;H04L67/52;H04L67/75;A63F13/65;G06F16/2379;A63F13/80",G06N20/00,"Delmonico; Bill et al.",,17/877072,2022-07-29,,,1/1,,"LGHorizon, LLC",,,18.867073,
checked,,396,,,,,,,US 11583770 B2,2023-02-21,80855271,63,Systems and methods for machine learning-based emergency egress and advisement,"A63F13/80;G06F3/0482;G06F16/2379;H04L67/131;A63F13/5378;H04L67/52;G06F16/9537;G08B7/066;G06F3/0481;H04L67/75;A63F13/65;G06F16/245",G06N20/00,"Delmonico; Bill et al.","LGHorizon, LLC",17/352968,2021-06-21,"McClellan; James S.",,1/1,,"LGHorizon, LLC",,,18.925638,
checked,,397,,,,,,,US 11850515 B2,2023-12-26,80855271,62,Systems and methods for machine learning-based emergency egress and advisement,"G06F3/0482;G08B7/066;G06F3/0481;A63F13/5378;A63F13/65;H04L67/75;H04L67/52;G06F16/9537;G06F16/245;G06F16/2379;A63F13/80;H04L67/131",G06N20/00,"Delmonico; Bill et al.",Tabor Mountain LLC,17/877072,2022-07-29,"McClellan; James S.",,1/1,,Tabor Mountain LLC,,,18.925638,
checked,,398,,,,,,,US 20240082720 A1,2024-03-14,80855271,60,SYSTEMS AND METHODS FOR MACHINE LEARNING-BASED EMERGENCY EGRESS AND ADVISEMENT,"H04L67/75;G06F16/245;H04L67/131;G06F16/9537;G06F3/0482;G08B7/066;A63F13/5378;G06F3/0481;A63F13/80;G06F16/2379;A63F13/65;H04L67/52",G06N20/00,"Delmonico; Bill et al.",,18/508409,2023-11-14,,,1/1,,Tabor Mountain LLC,,,18.867073,
checked,,399,,,,,,,US 12214283 B2,2025-02-04,80855271,61,Systems and methods for machine learning-based emergency egress and advisement,"G06F16/2379;H04L67/75;H04L67/131;H04L67/52;G06F16/9537;A63F13/5378;A63F13/65;A63F13/80;G08B7/066;G06F16/245;G06F3/0482;G06F3/0481",G06N20/00,"Delmonico; Bill et al.",Tabor Mountain LLC,18/508409,2023-11-14,"McClellan; James S.",,1/1,,Tabor Mountain LLC,,,18.925638,
checked,,400,,,,,,,US 20220267002 A1,2022-08-25,68535414,12,DRONE FOR CLEANING OUTER WALL OF HIGH-RISE BUILDING,"A47L1/02;A47L11/38;A47L11/4002;A47L11/4036;A47L11/4072;A47L11/4088;B05B13/0421;B05B3/026;B08B1/165;B08B3/024;B64C25/36;B64D1/18;B64D45/00;B64U10/13;B64U20/60;E04G23/002","A47L2201/04;B64U10/60;B64U20/87;B64U2101/29;B64U2101/30","LEE; Gill Do","IVESKY CO., LTD.",17/636810,2020-08-13,,,1/1,,"IVESKY CO., LTD.",,,30.269817,
checked,1,401,,,,,,,US 20220266882 A1,2022-08-25,71527910,15,Unmanned Rail Vehicle And Method Of Determining Its Position,"B61L25/021;B61L25/025;B61L25/026;B61L23/041;B61L15/0063","B61L2210/02;B61L23/04","Staab; Harald et al.",,17/597049,2020-06-12,,,1/1,,ABB Schweiz AG,,,19.972765,
checked,,402,,,,,,,US 12365374 B2,2025-07-22,71527910,17,Unmanned rail vehicle and method of determining its position,"B61L25/026;B61L15/0063;B61L23/041;B61L25/021;B61L25/025","B61L23/04;B61L2210/02","Staab; Harald et al.",ABB Schweiz AG,17/597049,2020-06-12,"Cheung; Mary",,1/1,,ABB Schweiz AG,,,19.343386,
checked,,403,,,,,,,US 20220264255 A1,2022-08-18,82800635,10,NETWORK UNILATERAL COMMUNICATION LOCATION ELECTRONIC UNDERPINNING SYSTEM,"H04L67/10;G06F8/60;H04L67/131;H04W4/029;G06F9/451",H04W4/40,"Grass; Craig Walden",,17/665667,2022-02-07,,,1/1,,"Grass; Craig Walden",,,9.00055,
checked,,404,,,,,,,US 11415425 B1,2022-08-16,82802987,44,Apparatus having engine using artificial intelligence for detecting behavior anomalies in a computer network,"H04L41/16;H04L41/0618;G06F21/552;H04L63/1425;G01C21/3484;G06N20/00;H04L47/2483;H04L67/306;G06N20/20;H04L43/04;G06F17/16;G06N7/01;G06F16/285;G06F16/9024;G06N5/01;H04L41/147;H04L41/145;H04L43/0823","H04L41/0897;H04L69/16;H04L67/125;H04L67/10;H04L43/20;H04L41/0895;H04L43/028","Merchant; Sameer et al.",AKITRA INC.,17/474117,2021-09-14,"Shin; Kyung H",,1/1,,AKITRA INC.,,,31.358027,
checked,2,405,,,,,,,US 11416369 B1,2022-08-16,82803013,32,Machine learning models for automated anomaly detection for application infrastructure components,"G06F11/0793;G06F11/302;G06F11/3055;G06F11/3409;G06F11/3419;G06F11/3457;G06F17/18;G06N20/00;H04L41/145;H04L41/16;H04L43/045;H04L43/0817;H04L43/10","G06F2201/81;G06N5/01;G06N7/01;H04L41/0893;H04L41/142;H04L43/08;H04L43/0876;H04L43/16","Trapani; Michael D. et al.","Express Scripts Strategic Development, Inc.",17/126250,2020-12-18,"Eskandarnia; Arvin","Ling; Chhian (Amy)",1/1,,"Express Scripts Strategic Development, Inc.",,,45.67421,
checked,,406,,,,,,,US 20220391300 A1,2022-12-08,82803013,31,MACHINE LEARNING MODELS FOR AUTOMATED ANOMALY DETECTION FOR APPLICATION INFRASTRUCTURE COMPONENTS,"G06F11/0793;G06F11/302;G06F11/3055;G06F11/3409;G06F11/3419;G06F11/3457;G06F17/18;G06N20/00;H04L41/145;H04L41/16;H04L43/045;H04L43/0817;H04L43/10","G06F2201/81;G06N5/01;G06N7/01;H04L41/0893;H04L41/142;H04L43/08;H04L43/0876;H04L43/16","Trapani; Michael D. et al.",,17/888104,2022-08-15,,,1/1,,"Express Scripts Strategic Development, Inc.",,,46.421104,
checked,,407,,,,,,,US 11940894 B2,2024-03-26,82803013,32,Machine learning models for automated anomaly detection for application infrastructure components,"G06F11/0793;G06F11/302;G06F11/3055;G06F11/3409;G06F11/3419;G06F11/3457;G06F17/18;G06N20/00;H04L41/145;H04L41/16;H04L43/045;H04L43/0817;H04L43/10","G06F2201/81;G06N5/01;G06N7/01;H04L41/0893;H04L41/142;H04L43/08;H04L43/0876;H04L43/16","Trapani; Michael D. et al.","Express Scripts Strategic Development, Inc.",17/888104,2022-08-15,"Moreau; Austin J","Ling; Chhian (Amy)",1/1,,"Express Scripts Strategic Development, Inc.",,,45.67421,
checked,1,408,,,,,,,US 20220251809 A1,2022-08-11,66542157,13,AUTONOMOUS MINE VEHICLE OPERATION,"E02F9/268;G05D1/024;E02F9/205;G05D1/0061;G05D1/0066;G05D1/027;G05D1/0278;G05D1/248;G05D1/628;G05D1/81","G01S17/89;G05D2111/52","SANERMA; Simo et al.",,17/610576,2020-05-12,,,1/1,,SANDVIK MINING AND CONSTRUCTION OY,,,17.498716,
checked,,409,,,,,,,US 12644259 B2,2026-06-02,66542157,14,Autonomous mine vehicle operation,"E02F9/268;G05D1/024;E02F9/205;G05D1/0061;G05D1/0066;G05D1/027;G05D1/0278;G05D1/248;G05D1/628;G05D1/81","G01S17/89;G05D2111/52","Sanerma; Simo et al.",Sandvik Mining and Construction Oy,17/610576,2020-05-12,"Algahaim; Helal A","Holman; John D",1/1,,SANDVIK MINING AND CONSTRUCTION OY,,,16.88499,
checked,,410,,,,,,,US 20220254249 A1,2022-08-11,67623337,27,TRAFFIC EVENT AND ROAD CONDITION IDENTIFICATION AND CLASSIFICATION,"G06N3/045;G08G1/0141;G08G1/096775;G08G1/096716;G06N3/044;G08G1/0133;G08G1/0116;G06N3/0464;G08G1/096844;G08G1/0962;G08G1/0112;G08G1/096741;G06N3/09;G08G1/096725;G08G1/096827;G08G1/0129","G08G1/056;G06N3/096;G08G1/015;G08G1/052","TEL-OR; Avi et al.",VALERANN LTD.,17/624592,2020-07-02,,,1/1,,VALERANN LTD.,,,28.842188,
checked,1,411,,,,,,,US 20220244127 A1,2022-08-04,74503244,21,Rapidly Deployable UAS System for Autonomous Inspection Operations Using a Combined Payload,"B64U10/13;G01M3/002;G01M3/04;G01M3/38;G08G5/26;G08G5/32;G08G5/55;G08G5/57","B64U10/14;B64U2101/26;B64U2101/30;B64U2101/60;B64U2201/104;B64U2201/20;B64U30/20;B64U50/19;B64U80/25;B64U80/70;G08G5/57;G08G5/80","Aubrey; Andrew David et al.",,17/629078,2020-08-05,,,1/1,,SeekOps Inc.,,,23.172873,
checked,,412,,,,,,,US 12130204 B2,2024-10-29,74503244,24,Rapidly deployable UAS system for autonomous inspection operations using a combined payload,"B64U10/13;G01M3/002;G01M3/04;G01M3/38;G08G5/26;G08G5/32;G08G5/55;G08G5/57","B64U10/14;B64U2101/26;B64U2101/30;B64U2101/60;B64U2201/104;B64U2201/20;B64U30/20;B64U50/19;B64U80/25;B64U80/70;G08G5/57;G08G5/80","Aubrey; Andrew David et al.",SeekOps Inc.,17/629078,2020-08-05,"Fan; Hongmin",,1/1,,SeekOps Inc.,,,22.575357,
checked,1,413,,,,,,,US 20220248203 A1,2022-08-04,82611939,30,Integrated Emergency Event Detection And Mapping Using A Map Of Device Locations,"H04W4/021;H04W4/029;H04W4/90;H04W8/005;H04W48/16;H04W4/023",H04W76/50,"Anderson; Walter F. C.",,17/162666,2021-01-29,,,1/1,,"Zoom Video Communications, Inc.",,,10.562691,
checked,,414,,,,,,,US 11818640 B2,2023-11-14,82611939,30,Integrated emergency event detection and mapping using a map of device locations,"H04W4/021;H04W4/90;H04W8/005;H04W4/023;H04W4/029;H04W48/16",H04W76/50,"Anderson; Walter F. C.","Zoom Video Communications, Inc.",17/162666,2021-01-29,"Di Prisco; German Viana",,1/1,,"Zoom Video Communications, Inc.",,,10.081821,
checked,1,415,,,,,,,US 11393114 B1,2022-07-19,82385073,25,Method and system for collaborative construction of a map,"G01C11/02;G01C21/3841;G01C21/3848;G01S17/87;G01S17/89;G05D1/024;G05D1/0274;G06F16/29;G06T7/13;G06T7/174;G06T7/33;G06T7/55;G06T7/70;G06T7/73","G06T2207/10028;G06T2207/20221;G06T2207/30252","Ebrahimi Afrouzi; Ali et al.",AI Incorporated,16/185000,2018-11-08,"Chace; Christian","Vorce; Amelia",1/1,,"Ebrahimi Afrouzi; Ali,Schweigert; Sebastian,Fath; Lukas,Zhang; Chen",,,11.1404705,
checked,,416,,,,,,,US 12307698 B1,2025-05-20,82385073,23,Method and system for collaborative construction of a map,"G01C11/02;G01C21/3841;G01C21/3848;G01S17/87;G01S17/89;G05D1/024;G05D1/0274;G06F16/29;G06T7/13;G06T7/174;G06T7/33;G06T7/55;G06T7/70;G06T7/73","G06T2207/10028;G06T2207/20221;G06T2207/30252","Ebrahimi Afrouzi; Ali et al.",AI Incorporated,17/842320,2022-06-16,"Vorce; Amelia",,1/1,,"Ebrahimi Afrouzi; Ali,Schweigert; Sebastian,Robinson; Lukas,Zhang; Chen",,,11.1404705,
checked,,417,,,,,,,US 20220207135 A1,2022-06-30,82118784,21,"SYSTEM AND METHOD FOR MONITORING, MEASURING, AND MITIGATING CYBER THREATS TO A COMPUTER SYSTEM","G06N20/00;G06F21/55;G06N20/20;G06F21/554;G06F21/552;G06F21/60",G06F2221/2111,"JAJOO; Vijay et al.",,17/493138,2021-10-04,,,1/1,,KPMG LLP,,,27.948551,
checked,,418,,,,,,,US 20220187076 A1,2022-06-16,78806333,27,GUIDED INSPECTION WITH OBJECT RECOGNITION MODELS AND NAVIGATION PLANNING,"G01C21/206;G05D1/0094;G06F30/10;G06N3/0442;G06N3/0464;G06N3/08;G06N3/09;G06N3/092;G06T12/00;G06T7/0002;G06V10/82;G06V10/98;H04N23/632;H04N23/633;H04N23/64;H04N23/661;H04N23/695","G06T2207/20084;G06T2207/30168;G06V2201/06","GONZALEZ DIAZ; Maria Teresa et al.","Hitachi, Ltd.",17/119896,2020-12-11,,,1/1,,"Hitachi, Ltd.",,,20.351795,
checked,1,419,,,,,,,US 20220188697 A1,2022-06-16,81942657,21,"SUPPLEMENTING ARTIFICIAL INTELLIGENCE (AI) / MACHINE LEARNING (ML) MODELS VIA ACTION CENTER, AI/ML MODEL RETRAINING HARDWARE CONTROL, AND AI/ML MODEL SETTINGS MANAGEMENT","G06N20/00;G06N3/0464;G06N3/091;G06N3/0442;G06N3/096;G06N3/09",G06N3/044,"SETH; Mohit","UiPath, Inc.",17/155209,2021-01-22,,,1/1,,"UiPath, Inc.",,,55.123253,
checked,,420,,,,,,,US 12124926 B2,2024-10-22,81942657,21,"Supplementing artificial intelligence (AI) / machine learning (ML) models via action center, AI/ML model retraining hardware control, and AI/ML model settings management","G06N3/09;G06N3/0442;G06N3/0464;G06N3/091;G06N3/096;G06N20/00",G06N3/044,"Seth; Mohit","UiPath, Inc.",17/155209,2021-01-22,"Nilsson; Eric",,1/1,,"UiPath, Inc.",,,54.73947,
checked,3,421,,,,,,,US 20220183261 A1,2022-06-16,81943340,67,SYSTEMS AND METHODS FOR AUTOMATED MATURATION OF OYSTERS,"A01K61/54;A01K61/55;A01K61/60;A01K67/30;B07B1/24;B07B1/26","A01K2227/70;B07B2201/04;Y02A40/81","Gray; Luke",,17/551801,2021-12-15,,,1/1,,"HASLEA, INC.",,,15.550638,
checked,,422,,,,,,,US 11696571 B2,2023-07-11,81943340,68,Systems and methods for automated maturation of oysters,"A01K61/54;A01K61/55;A01K61/60;A01K67/30;B07B1/24;B07B1/26","A01K2227/70;B07B2201/04;Y02A40/81","Gray; Luke","Mint Machine Technologies, Inc.",17/551801,2021-12-15,"Perry; Monica L","Rodziwicz; Aaron M",119/236,,"HASLEA, INC.",,,15.0931835,
checked,,423,,,,,,,US 20230320331 A1,2023-10-12,81943340,70,SYSTEMS AND METHODS FOR AUTOMATED MATURATION OF OYSTERS,"A01K61/54;A01K61/55;A01K61/60;A01K67/30;B07B1/24;B07B1/26","A01K2227/70;B07B2201/04;Y02A40/81","Gray; Luke",,18/203260,2023-05-30,,,119/236,,"Mint Machine Technologies, Inc.",,,15.550638,
checked,,424,,,,,,,US 12389886 B2,2025-08-19,81943340,69,Systems and methods for automated maturation of oysters,"A01K61/54;A01K61/55;A01K61/60;A01K67/30;B07B1/24;B07B1/26","A01K2227/70;B07B2201/04;Y02A40/81","Gray; Luke",Oyster Farming Technologies LLC,18/203260,2023-05-30,"Michener; Joshua J","Rodziwicz; Aaron M",1/1,,Oyster Farming Technologies LLC,,,15.0931835,
checked,1,425,,,,,,,US 20220176976 A1,2022-06-09,71075624,25,SMART ROAD INFRASTRUCTURE FOR VEHICLE SAFETY AND AUTONOMOUS DRIVING,"B60W40/12;B60W50/0098;E01C23/18;E01F9/30;G01C21/20;G01S13/751;G01S13/931;G01S17/931;G01S19/42;G01S5/0072;G08G1/167;H01Q1/2225;H01Q1/3225;H01Q1/44;H01Q9/30;H04W4/00;H04W4/44;H04W4/80","B60W2552/10;B60W2552/53;G01S2013/9316;G01S2013/9318;G01S2013/93185;G01S2013/9319;G01S2013/9325;G01S2013/93271;G01S2013/9329;G01S7/027;G08G1/02","FERMON; Israel",,17/311449,2019-12-10,,,1/1,,"FERMON; Israel",,,27.009922,
checked,,426,,,,,,,US 11981337 B2,2024-05-14,71075624,26,Smart road infrastructure for vehicle safety and autonomous driving,"B60W40/12;B60W50/0098;E01C23/18;E01F9/30;G01C21/20;G01S13/751;G01S13/931;G01S17/931;G01S19/42;G01S5/0072;G08G1/167;H01Q1/2225;H01Q1/3225;H01Q1/44;H01Q9/30;H04W4/00;H04W4/44;H04W4/80","B60W2552/10;B60W2552/53;G01S2013/9316;G01S2013/9318;G01S2013/93185;G01S2013/9319;G01S2013/9325;G01S2013/93271;G01S2013/9329;G01S7/027;G08G1/02","Fermon; Israel",,17/311449,2019-12-10,"Paige; Tyler D",,1/1,,"Fermon; Israel",,,26.52606,
checked,,427,,,,,,,US 20220170696 A1,2022-06-02,81751013,29,"Portable Systems, Devices and Methods for Automated Monitoring and Conditioning of Stored Agricultural Assets","A01F25/22;F26B21/35;F26B25/22;F26B3/06;F26B9/063",F26B2200/06,"Rogoschewsky; Steven et al.",,17/535889,2021-11-26,,,1/1,,Adaptive Agriculture Solutions Inc.,,,12.066874,
checked,,428,,,,,,,US 11348464 B1,2022-05-31,81756605,23,System and method for dispatch control for autonomous driving engineering,"E02F9/2054;G08G1/164;E02F9/205;E02F9/2045;G08G1/166;G08G1/20",E02F9/262,"Liao; Matt",ECOTRON LLC,17/573518,2022-01-11,"Kerrigan; Michael V",,1/1,,Ecotron LLC,,,19.43377,
checked,3,429,,,,,,,US 20220164327 A1,2022-05-26,81658329,31,TUNING LARGE DATA INFRASTRUCTURES,"G06F11/3006;G06F11/3433;G06F11/3442;G06F11/3466;G06F16/1727;G06F16/1734;G06F16/182;G06F16/1834;G06F16/188;G06F16/217;G06F9/5072;G06N20/00;G06N20/10;G06N3/08","G06F11/3006;G06N5/01","ZHU; Yiwen et al.",,17/221755,2021-04-02,,,1/1,,"Microsoft Technology Licensing, LLC",,,38.79609,
checked,,430,,,,,,,US 11880347 B2,2024-01-23,81658329,32,Tuning large data infrastructures,"G06F11/3006;G06F11/3433;G06F11/3442;G06F11/3466;G06F16/1727;G06F16/1734;G06F16/182;G06F16/1834;G06F16/188;G06F16/217;G06F9/5072;G06N20/00;G06N20/10;G06N3/08","G06F11/3006;G06N5/01","Zhu; Yiwen et al.","Microsoft Technology Licensing, LLC.",17/221755,2021-04-02,"Channavajjala; Srirama",,1/1,,"Microsoft Technology Licensing, LLC",,,38.19455,
checked,,431,,,,,,,US 20240111739 A1,2024-04-04,81658329,31,TUNING LARGE DATA INFRASTRUCTURES,"G06F11/3006;G06F11/3433;G06F11/3442;G06F11/3466;G06F16/1727;G06F16/1734;G06F16/182;G06F16/1834;G06F16/188;G06F16/217;G06F9/5072;G06N20/00;G06N20/10;G06N3/08","G06F11/3006;G06N5/01","ZHU; Yiwen et al.",,18/534559,2023-12-08,,,1/1,,"Microsoft Technology Licensing, LLC",,,38.79609,
checked,,432,,,,,,,US 12579120 B2,2026-03-17,81658329,31,Tuning large data infrastructures,"G06F11/3006;G06F11/3433;G06F11/3442;G06F11/3466;G06F16/1727;G06F16/1734;G06F16/182;G06F16/1834;G06F16/188;G06F16/217;G06F9/5072;G06N20/00;G06N20/10;G06N3/08","G06F11/3006;G06N5/01","Zhu; Yiwen et al.","Microsoft Technolgy Licensing, LLC.",18/534559,2023-12-08,"Channavajjala; Srirama",,1/1,,"Microsoft Technology Licensing, LLC",,,38.19455,
checked,1,433,,,,,,,US 20220154430 A1,2022-05-19,72427514,11,METHOD AND SYSTEM FOR MONITORING TRACK TENSION IN CONSTRUCTION MACHINERY,"B62D55/30;E02F9/02;E02F9/26;E02F9/267;G01L19/0007;G01L5/04",E02F9/02,"KIM; Kwangil et al.",,17/438757,2020-03-04,,,1/1,,"DOOSAN INFRACORE CO., LTD.",,,35.437233,
checked,,434,,,,,,,US 12012728 B2,2024-06-18,72427514,12,Method and system for monitoring track tension in construction machinery,"B62D55/30;E02F9/02;E02F9/26;E02F9/267;G01L19/0007;G01L5/04",E02F9/02,"Kim; Kwangil et al.","HD HYUNDAI INFRACORE CO., LTD.",17/438757,2020-03-04,"Lee; Tyler J",,1/1,,"HD HYUNDAI INFRACORE CO., LTD.",,,34.92894,
checked,1,435,,,,,,,US 20220157135 A1,2022-05-19,72519176,22,WORK ZONE ALERT SYSTEM AND METHOD,"F16P3/147;G08B13/1609;G01S17/86;G08B5/006;G08B13/187;F16P3/141",G08G1/0955,"CHO; Yong et al.",,17/440263,2020-03-18,,,1/1,,GEORGIA TECH RESEARCH CORPORATION,,,12.282477,
checked,,436,,,,,,,US 12020558 B2,2024-06-25,72519176,25,Work zone alert system and method,"G08B5/006;F16P3/147;F16P3/141;G08B13/187;G01S17/86;G08B13/1609",G08G1/0955,"Cho; Yong et al.",GEORGIA TECH RESEARCH CORPORATION,17/440263,2020-03-18,"Bee; Andrew W",,1/1,,GEORGIA TECH RESEARCH CORPORATION,,,11.831324,
checked,1,437,,,,,,,US 20220138970 A1,2022-05-05,74579360,7,Structural vibration monitoring method based on computer vision and motion compensation,"G01M5/0066;G01H9/00;G01M5/0058;G01M5/0008;G01M5/0091;G06T7/70;G06T7/292;G06T7/0004",G06T2207/30232,"YE; Xiaowei et al.",,17/519370,2021-12-16,,,382/107,,Zhejiang University,,,45.531578,
checked,,438,,,,,,,US 11593952 B2,2023-02-28,74579360,7,Structural vibration monitoring method based on computer vision and motion compensation,"G01M5/0066;G06T7/0004;G06T7/292;G01M5/0008;G01H9/00;G01M5/0091;G01M5/0058;G06T7/70",G06T2207/30232,"Ye; Xiaowei et al.",Zhejiang University,17/519370,2021-11-04,"Gilliard; Delomia L",,1/1,,Zhejiang University,,,44.816887,
checked,2,439,,,,,,,US 20220130145 A1,2022-04-28,81257493,64,"SYSTEMS AND METHODS FOR GENERATING OF 3D INFORMATION ON A USER DISPLAY FROM PROCESSING OF SENSOR DATA FOR OBJECTS, COMPONENTS OR FEATURES OF INTEREST IN A SCENE AND USER NAVIGATION THEREON","G05D1/0016;G05D1/0044;G05D1/101;G05D1/223;G05D1/225;G06T15/20;G06V10/16;G06V10/25;G06V10/44;G06V20/10;G06V20/176",G06V2201/06,"Connary; Iven et al.",,17/567347,2022-01-03,,,1/1,,Pointivo Inc.,,,37.36466,
checked,,440,,,,,,,US 11935288 B2,2024-03-19,81257493,64,"Systems and methods for generating of 3D information on a user display from processing of sensor data for objects, components or features of interest in a scene and user navigation thereon","G05D1/0016;G05D1/0044;G05D1/101;G05D1/223;G05D1/225;G06T15/20;G06V10/16;G06V10/25;G06V10/44;G06V20/10;G06V20/176",G06V2201/06,"Connary; Iven et al.",Pointivo Inc.,17/567347,2022-01-03,"Entezari; Michelle M","Hausmann; Michelle M Entezari",1/1,,Pointivo Inc.,,,36.891075,
checked,,441,,,,,,,US 20240355117 A1,2024-10-24,81257493,64,"SYSTEMS AND METHODS FOR GENERATING OF 3D INFORMATION ON A USER DISPLAY FROM PROCESSING OF SENSOR DATA FOR OBJECTS, COMPONENTS OR FEATURES OF INTEREST IN A SCENE AND USER NAVIGATION THEREON","G05D1/0016;G05D1/0044;G05D1/101;G05D1/223;G05D1/225;G06T15/20;G06V10/16;G06V10/25;G06V10/44;G06V20/10;G06V20/176",G06V2201/06,"Connary; Iven et al.",,18/439310,2024-02-12,,,1/1,,Pointivo Inc.,,,27.741877,
checked,1,442,,,,,,,US 20220119005 A1,2022-04-21,81186920,18,AUTONOMOUS VEHICLE PASSENGER SAFETY MONITORING,"B60Q1/52;B60Q5/005;B60W60/0016;B60W60/00259;B60W60/007;G05D1/0055;G05D1/0276","B60W2540/00;B60W2756/10","Gerrese; Alexander Willem et al.",GM Cruise Holdings LLC,17/076372,2020-10-21,,,1/1,,GM Cruise Holdings LLC,,,26.727303,
checked,,443,,,,,,,US 11807278 B2,2023-11-07,81186920,19,Autonomous vehicle passenger safety monitoring,"B60Q1/52;B60Q5/005;B60W60/0016;B60W60/00259;B60W60/007;G05D1/0055;G05D1/0276","B60W2540/00;B60W2756/10","Gerrese; Alexander Willem et al.",GM CRUISE HOLDINGS LLC,17/076372,2020-10-21,"Malkowski; Kenneth J","Hollingsworth, IV; Carville Albert",1/1,,GM Cruise Holdings LLC,,,25.965979,
checked,,444,,,,,,,US 20220100594 A1,2022-03-31,77821991,11,INFRASTRUCTURE MONITORING SYSTEM,"G06F11/0709;G06F11/0751;G06F11/0778;G06F11/079;G06F11/0793;H04L41/0654;H04L41/069;H04L41/147;H04L41/149;H04L41/16;H04L41/40","H04L41/046;H04L41/145;H04L43/028;H04L43/045","PAL; Adhip",,17/406888,2021-08-19,,,1/1,,ARRIS Enterprises LLC,,,21.446346,
checked,1,445,,,,,,,US 20220101507 A1,2022-03-31,80822676,36,ROBOTIC BUILDING INSPECTION,"G06Q50/163;G06T7/001;G06T7/60;G06V10/82;G06V20/17;G06V20/176;G06V20/20;G06V20/52",G06T2207/30124,"Tournier; Glenn et al.",,17/486321,2021-09-27,,,1/1,,Alarm.com Incorporated,,,21.826977,
